Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,Date
2013,5,9,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,1,6,Election Office of Candidate: Maulana Jamaluddin,Unknown,Private Citizens & Property,Explosives,7,2013-09-05
2013,5,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Upper Dir district,35.181666,72.008314,Assassination,2,1,Candidate: Malik Behram Khan,Unknown,Private Citizens & Property,Explosives,3,2013-08-05
2013,5,11,Pakistan,Balochistan,South Asia,Kuchlak,31.083333,67.105556,Bombing/Explosion,0,5,Election Camp,Unknown,Private Citizens & Property,Explosives,5,2013-11-05
2013,5,10,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,2,11,Election Office,Unknown,Private Citizens & Property,Explosives,13,2013-10-05
2013,5,10,Pakistan,Balochistan,South Asia,Mastung district,29.40883,67.189449,Armed Assault,2,5,Convoy,Unknown,Military,Explosives,7,2013-10-05
2013,5,10,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Bombing/Explosion,0,8,Candidate: Naeem Khan,Unknown,Private Citizens & Property,Explosives,8,2013-10-05
2013,5,11,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Armed Assault,2,4,Polling Station,Unknown,Government (General),Firearms,6,2013-11-05
2013,5,11,Pakistan,Balochistan,South Asia,Chattar,28.869226,68.334419,Bombing/Explosion,10,12,Convoy of Voters,Unknown,Private Citizens & Property,Explosives,22,2013-11-05
2013,5,11,Pakistan,Balochistan,South Asia,Nasirabad district,28.545323,68.263207,Bombing/Explosion,1,3,Voters,Unknown,Private Citizens & Property,Explosives,4,2013-11-05
2013,5,12,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Assassination,11,76,Inspector General: Mushtaq Sukhera,Lashkar-e-Jhangvi,Police,Explosives,87,2013-12-05
2013,5,12,Pakistan,Balochistan,South Asia,Kharan,28.587362,65.420609,Bombing/Explosion,1,7,Vehicle,Unknown,Military,Explosives,8,2013-12-05
2013,5,13,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Bombing/Explosion,16,0,Bus,Unknown,Transportation,Explosives,16,
2013,5,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Bara,34.559259,73.134475,Bombing/Explosion,1,8,Residence,Unknown,Private Citizens & Property,Explosives,9,
2013,5,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,5,6,Engineering Corps Motorcade,Unknown,Military,Firearms,11,
2013,5,21,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Armed Assault,1,0,Checkpost,Unknown,Police,Firearms,1,
2013,5,23,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Armed Assault,5,2,Brothel,Unknown,Business,Firearms,7,
2013,5,23,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.697494,70.344672,Unknown,2,12,Convoy,Unknown,Military,Unknown,14,
2013,5,24,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Bombing/Explosion,0,2,Patrol,Unknown,Military,Explosives,2,
2013,5,24,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,0,4,Patrol,Unknown,Police,Explosives,4,
2013,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.988889,70.605556,Armed Assault,0,2,Checkpost,Unknown,Military,Firearms,2,
2013,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.988889,70.605556,Bombing/Explosion,4,6,Soldiers,Unknown,Military,Explosives,10,
2013,5,28,Pakistan,Sindh,South Asia,Sukkur,27.6908,68.848587,Armed Assault,2,5,Former MPA: Mehr Irshad Sial,Unknown,Government (General),Firearms,7,
2013,5,31,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.726945,70.694618,Armed Assault,23,15,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,38,
2013,6,3,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,2,2,Patrol,United Baloch Army (UBA),Military,Explosives,4,2013-03-06
2013,6,4,Pakistan,Balochistan,South Asia,Sohbatpur,28.518663,68.542679,Bombing/Explosion,1,0,Unknown,Unknown,Unknown,Explosives,1,2013-04-06
2013,6,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Armed Assault,6,0,Supply Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,6,2013-10-06
2013,6,10,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,0,7,Forces,Unknown,Military,Explosives,7,2013-10-06
2013,6,13,Pakistan,Balochistan,South Asia,Loralai district,30.366596,68.601249,Hostage Taking (Kidnapping),0,0,Doctors,Unknown,Private Citizens & Property,Unknown,0,
2013,6,18,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.200592,72.048439,Bombing/Explosion,35,43,Member: Imran Khan Mohmand,Unknown,Government (General),Explosives,78,
2013,6,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,10,2,Patrol,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,12,
2013,6,26,Pakistan,Balochistan,South Asia,Awaran district,26.098841,65.478705,Bombing/Explosion,1,3,Patrol,Baloch Liberation Front (BLF),Military,Explosives,4,
2013,6,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Maidan,34.959312,71.815158,Bombing/Explosion,1,6,Child,Unknown,Private Citizens & Property,Explosives,7,
2013,6,30,Pakistan,Khyber Pakhtunkhwa,South Asia,Badaber,33.91758,71.562035,Bombing/Explosion,20,50,Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,70,
2013,6,30,Pakistan,Federally Administered Tribal Areas,South Asia,Wana,32.306099,69.579956,Bombing/Explosion,4,15,Civilians,Unknown,Private Citizens & Property,Explosives,19,
2013,6,30,Pakistan,Balochistan,South Asia,Wadh,27.342552,66.36792,Armed Assault,2,2,Bus,Unknown,Transportation,Firearms,4,
2013,7,2,Pakistan,Federally Administered Tribal Areas,South Asia,Mamond,34.763192,71.409831,Armed Assault,1,0,Elder,Unknown,Private Citizens & Property,Firearms,1,2013-02-07
2013,7,2,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah,33.814811,70.747433,Bombing/Explosion,1,1,Members,Unknown,Terrorists/Non-State Militia,Explosives,2,2013-02-07
2013,7,4,Pakistan,Balochistan,South Asia,Wadh,27.342552,66.36792,Armed Assault,1,2,Container: Fazal Gul,Unknown,Military,Firearms,3,2013-04-07
2013,7,7,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,29,70,Shiite Mosque,Lashkar-e-Jhangvi,Religious Figures/Institutions,Explosives,99,2013-07-07
2013,7,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.42503,70.737233,Bombing/Explosion,9,10,Elder: Malik Habibullah Khan,Unknown,Private Citizens & Property,Explosives,19,2013-08-07
2013,7,11,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,3,10,Checkpost,Unknown,Military,Explosives,13,2013-11-07
2013,7,24,Pakistan,Sindh,South Asia,Sukkur,27.705415,68.847513,Bombing/Explosion,7,38,Office,Jundallah (Pakistan),Government (General),Explosives,45,
2013,7,24,Pakistan,Balochistan,South Asia,Kech district,26.155438,63.014402,Armed Assault,1,0,Brother of Former Provincial Minister: Noor Ahmed Buledi,Unknown,Government (General),Firearms,1,
2013,7,25,Pakistan,Balochistan,South Asia,Khuzdar district,27.800665,66.616774,Armed Assault,4,0,Vehicle,Unknown,Police,Firearms,4,
2013,7,26,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,31,76,Bazaar,Mujahideen Ansar,Private Citizens & Property,Explosives,107,
2013,7,26,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,30,75,Bazaar,Mujahideen Ansar,Private Citizens & Property,Explosives,105,
2013,7,26,Pakistan,Balochistan,South Asia,Thul,28.248983,68.777084,Bombing/Explosion,0,0,Member of the Provincial Assembly (MPA): Sohrab Sarki,Unknown,Government (General),Explosives,0,
2013,7,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Doaba,33.423611,70.736389,Bombing/Explosion,0,3,Convoy,Unknown,Police,Explosives,3,
2013,8,2,Pakistan,Punjab,South Asia,Rahim Yar Khan,28.426883,70.304247,Assassination,2,0,Divisional President: Sheikh Manzoor Hussain,Unknown,Religious Figures/Institutions,Firearms,2,2013-02-08
2013,8,5,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Hostage Taking (Kidnapping),14,0,Official,Baloch Liberation Army (BLA),Military,Explosives,14,2013-05-08
2013,8,5,Pakistan,Balochistan,South Asia,Hazar Ganji,30.098261,66.944481,Bombing/Explosion,0,0,Unknown,Jaish-e-Islam,Unknown,Explosives,0,2013-05-08
2013,8,7,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,3,11,Shoppince Center,Unknown,Business,Explosives,14,2013-07-08
2013,8,7,Pakistan,Balochistan,South Asia,Unknown,28.490733,65.095779,Armed Assault,13,0,Civilians,Unknown,Private Citizens & Property,Firearms,13,2013-07-08
2013,8,7,Pakistan,Federally Administered Tribal Areas,South Asia,Halimzai,34.345856,71.370506,Bombing/Explosion,0,1,Tribal Elder: Malik Aurangzeb,Unknown,Private Citizens & Property,Explosives,1,2013-07-08
2013,8,8,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,39,50,Commanders,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,89,2013-08-08
2013,8,9,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,11,31,Former Provincial Minister: Ali Madad Jatak,Unknown,Government (General),Firearms,42,2013-09-08
2013,8,10,Pakistan,Balochistan,South Asia,Dera Bugti district,28.923448,69.001648,Assassination,1,2,Tribal Leader: Zra Khan Bugti,Unknown,Private Citizens & Property,Explosives,3,2013-10-08
2013,8,13,Pakistan,Balochistan,South Asia,Bolan district,29.211389,67.7325,Armed Assault,5,0,Patrol,Unknown,Military,Firearms,5,
2013,8,18,Pakistan,Federally Administered Tribal Areas,South Asia,Damadola,34.789406,71.46608,Armed Assault,1,0,Tribal Elder: Malik Ajab Khan,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,1,
2013,8,18,Pakistan,Balochistan,South Asia,Jafarabad district,28.449374,68.194427,Armed Assault,1,1,Member: Soura Khan,Unknown,Terrorists/Non-State Militia,Firearms,2,
2013,8,21,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Bombing/Explosion,1,2,Vehicle,Unknown,Police,Explosives,3,
2013,8,21,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,2,15,Chaman Railway Station,Unknown,Transportation,Explosives,17,
2013,8,31,Pakistan,Balochistan,South Asia,Mand,26.115631,62.037643,Armed Assault,7,11,Patrol,Baloch Liberation Front (BLF),Military,Firearms,18,
2013,9,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,0,11,Girls' Primary School,Unknown,Educational Institution,Explosives,11,2013-05-09
2013,9,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.929773,70.669266,Bombing/Explosion,0,6,Convoys,Unknown,Police,Explosives,6,2013-05-09
2013,9,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Armed Assault,5,1,Minibus,Tehrik-i-Taliban Pakistan (TTP),Transportation,Firearms,6,2013-06-09
2013,9,8,Pakistan,Balochistan,South Asia,Loralai district,30.396933,68.627669,Armed Assault,2,1,Patrol: Hawaldar Rehmatullah,Unknown,Police,Firearms,3,2013-08-09
2013,9,9,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,4,9,District Police Officer,Unknown,Police,Explosives,13,2013-09-09
2013,9,12,Pakistan,Balochistan,South Asia,Panjgur district,26.738252,64.148741,Armed Assault,2,0,Clerics,Unknown,Religious Figures/Institutions,Firearms,2,2013-12-09
2013,9,15,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Bombing/Explosion,1,2,Convoy,Unknown,Military,Explosives,3,
2013,9,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.929773,70.669266,Unknown,2,3,Vehicle,Tehrik-i-Taliban Pakistan (TTP),Military,Unknown,5,
2013,9,16,Pakistan,Sindh,South Asia,Jacobabad,28.276944,68.451389,Armed Assault,0,1,Officers: Abdul Razzaq,Unknown,Police,Firearms,1,
2013,9,20,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Bombing/Explosion,0,4,Patrol,Baloch Republican Army (BRA),Police,Explosives,4,
2013,9,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,87,131,Church,Jundallah (Pakistan),Religious Figures/Institutions,Explosives,218,
2013,9,22,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Bombing/Explosion,0,21,Nishtar Road Business District/ Marketplace,Unknown,Private Citizens & Property,Explosives,21,
2013,9,25,Pakistan,Federally Administered Tribal Areas,South Asia,Halimzai,34.345856,71.370506,Bombing/Explosion,3,5,Irrigation Dam Construction Workers,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,8,
2013,9,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Jani Khel,32.800575,70.49556,Armed Assault,5,1,Checkpost,Unknown,Military,Explosives,6,
2013,9,26,Pakistan,Balochistan,South Asia,Mashkai,26.91126,65.570785,Assassination,0,0,Major General Muhammad Saeed Aleem,Unknown,Government (General),Explosives,0,
2013,9,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,17,33,Employee Transport Bus,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,50,
2013,9,28,Pakistan,Balochistan,South Asia,Panjgur district,26.730893,64.145994,Armed Assault,9,2,Patrol,Baloch Republican Army (BRA),Military,Firearms,11,
2013,9,29,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,43,101,Bazaar,Unknown,Private Citizens & Property,Explosives,144,
2013,10,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.546327,71.0757,Bombing/Explosion,18,22,Compound of Militia Leader: Nabi Hanfi,Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Explosives,40,2013-03-10
2013,10,5,Pakistan,Balochistan,South Asia,Hoshab,26.008619,63.891228,Armed Assault,0,0,Soldiers,Unknown,Military,Firearms,0,2013-05-10
2013,10,9,Pakistan,Balochistan,South Asia,Mashkai,26.91126,65.570785,Armed Assault,1,2,Relief Camp,Unknown,Military,Explosives,3,2013-09-10
2013,10,9,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.116734,70.157509,Armed Assault,1,0,Mehsud Tribal Leader: Naitullah Mehsud,Unknown,Private Citizens & Property,Firearms,1,2013-09-10
2013,10,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,0,12,Patrol Vehicle,Unknown,Military,Explosives,12,2013-10-10
2013,10,15,Pakistan,Balochistan,South Asia,Hazar Ganji,30.098261,66.944481,Bombing/Explosion,0,12,Vehicle,Lashkar-e-Balochistan,Police,Explosives,12,
2013,10,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Assassination,9,31,Provincial Minister: Isarullah Khan Gandapur,Mujahideen Ansar,Government (General),Explosives,40,
2013,10,21,Pakistan,Balochistan,South Asia,Nasirabad district,28.59189,68.039822,Bombing/Explosion,6,18,Jaffar Express,Baloch Republican Army (BRA),Transportation,Explosives,24,
2013,10,22,Pakistan,Balochistan,South Asia,Buleda,26.40178,62.923644,Assassination,1,0,Camp of Minister: Sheikh Ali Bin Abdullah,Unknown,Government (General),Firearms,1,
2013,10,24,Pakistan,Sindh,South Asia,Thul,28.248983,68.777084,Bombing/Explosion,0,3,Market,Unknown,Private Citizens & Property,Explosives,3,
2013,10,24,Pakistan,Federally Administered Tribal Areas,South Asia,Angoor Ada,32.515774,69.289474,Bombing/Explosion,0,9,Village,Unknown,Private Citizens & Property,Explosives,9,
2013,10,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,33.007224,70.586075,Armed Assault,1,0,Police Station,Unknown,Police,Firearms,1,
2013,10,27,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Armed Assault,1,3,Checkpost,Unknown,Military,Explosives,4,
2013,10,27,Pakistan,Federally Administered Tribal Areas,South Asia,Salarzai,34.644134,71.467187,Armed Assault,1,0,Member: Ghaus Rehman,Unknown,Terrorists/Non-State Militia,Firearms,1,
2013,10,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Tank district,32.34507,70.530293,Bombing/Explosion,0,3,Convoy,Unknown,Military,Explosives,3,
2013,10,28,Pakistan,Federally Administered Tribal Areas,South Asia,Miranshah,33.006516,70.068253,Unknown,9,0,Checkpost,Unknown,Military,Unknown,9,
2013,10,29,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Bombing/Explosion,0,2,Bus,Unknown,Transportation,Explosives,2,
2013,10,30,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Bombing/Explosion,2,4,Soldiers,Unknown,Military,Explosives,6,
2013,11,1,Pakistan,Balochistan,South Asia,Machh,29.855375,67.339928,Armed Assault,6,1,Hazara Coal Mine Workers,Jaish-e-Islam,Private Citizens & Property,Firearms,7,2013-01-11
2013,11,1,Pakistan,Balochistan,South Asia,Khuzdar district,27.801758,66.630034,Armed Assault,1,2,"Civilians: Ali Nawaz Ghulamani, Nisar Ahmed",Unknown,Private Citizens & Property,Firearms,3,2013-01-11
2013,11,6,Pakistan,Balochistan,South Asia,Pir Koh,29.143866,69.099785,Bombing/Explosion,0,4,Civilians,Unknown,Private Citizens & Property,Explosives,4,2013-06-11
2013,11,6,Pakistan,Punjab,South Asia,Gujrat,32.530279,73.973086,Armed Assault,1,1,"Soldiers: Mohammad Ramzan, Mohammad Zahid Naseer",Unknown,Military,Firearms,2,2013-06-11
2013,11,8,Pakistan,Balochistan,South Asia,Mand,26.115631,62.037643,Armed Assault,4,2,Convoy,Unknown,Military,Firearms,6,2013-08-11
2013,11,10,Pakistan,Sindh,South Asia,Khairpur,27.529737,68.756706,Armed Assault,1,2,The Pir of Choundko: Syed Misri Shah Jilani,Unknown,Religious Figures/Institutions,Firearms,3,2013-10-11
2013,11,11,Pakistan,Balochistan,South Asia,Pasni,25.26786,63.460991,Bombing/Explosion,0,9,Office of Assistant Commissioner,Baloch Liberation Front (BLF),Government (General),Explosives,9,2013-11-11
2013,11,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Tank district,32.341693,70.526493,Hostage Taking (Kidnapping),0,0,Leader: Haji Sher Bahadar,Unknown,Private Citizens & Property,Firearms,0,
2013,11,14,Pakistan,Balochistan,South Asia,Awaran district,26.098269,65.475736,Bombing/Explosion,0,3,Donkey Cart,Unknown,Private Citizens & Property,Explosives,3,
2013,11,15,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,8,31,Shiite Procession,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,39,
2013,11,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,1,7,Security Personnel,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,8,
2013,11,17,Pakistan,Balochistan,South Asia,Kharan district,28.583162,65.415914,Hostage Taking (Kidnapping),0,0,Checkpost,Unknown,Police,Firearms,0,
2013,11,17,Pakistan,Balochistan,South Asia,Gwadar district,25.407734,64.249626,Hostage Taking (Kidnapping),0,0,Employees,Unknown,Government (General),Firearms,0,
2013,11,19,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,8,0,Members,Unknown,Terrorists/Non-State Militia,Explosives,8,
2013,11,21,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,3,22,Checkpost,United Baloch Army (UBA),Military,Explosives,25,
2013,11,21,Pakistan,Balochistan,South Asia,Dera Bugti district,29.125773,69.315062,Bombing/Explosion,0,4,Civilians,Unknown,Private Citizens & Property,Explosives,4,
2013,11,21,Pakistan,Federally Administered Tribal Areas,South Asia,Torkham,34.120224,71.101242,Bombing/Explosion,1,26,Personnel,Unknown,Government (General),Explosives,27,
2013,11,24,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,2,3,Civilians,Unknown,Private Citizens & Property,Explosives,5,
2013,11,24,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,1,0,Civilian,Unknown,Private Citizens & Property,Explosives,1,
2013,11,25,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Bombing/Explosion,1,6,House,Unknown,Private Citizens & Property,Explosives,7,
2013,12,2,Pakistan,Balochistan,South Asia,Lehri,29.181923,68.211555,Armed Assault,0,0,Checkpost,Unknown,Military,Firearms,0,2013-02-12
2013,12,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Bombing/Explosion,0,4,Convoy,Unknown,Military,Explosives,4,2013-04-12
2013,12,5,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,1,17,Civilians,Unknown,Private Citizens & Property,Explosives,18,2013-05-12
2013,12,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Sardheri,34.168388,71.841957,Bombing/Explosion,0,2,Patrol,Unknown,Police,Explosives,2,2013-06-12
2013,12,10,Pakistan,Balochistan,South Asia,Dera Murad Jamali,28.54439,68.218002,Bombing/Explosion,0,4,Officers,Unknown,Police,Explosives,4,2013-10-12
2013,12,15,Pakistan,Balochistan,South Asia,Barkhan,29.897657,69.525898,Armed Assault,0,3,Coal Trucks,Unknown,Business,Firearms,3,
2013,12,17,Pakistan,Federally Administered Tribal Areas,South Asia,Razmak,32.694271,69.837303,Bombing/Explosion,0,16,Convoy,Unknown,Military,Explosives,16,
2013,12,18,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,6,34,Khajori Checkpoint,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,40,
2013,12,18,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,23,3,Convoy,Unknown,Military,Firearms,26,
2013,12,25,Pakistan,Balochistan,South Asia,Shahrag,30.195354,67.713219,Hostage Taking (Kidnapping),0,0,Coal Miners,Unknown,Business,Firearms,0,
2014,1,1,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,3,31,Shia Pilgrims,Jaish-e-Islam,Private Citizens & Property,Explosives,34,2014-01-01
2014,1,1,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Armed Assault,7,1,Village Elder: Duda Khan Bugti,Unknown,Private Citizens & Property,Firearms,8,2014-01-01
2014,1,6,Pakistan,Balochistan,South Asia,Nuttal,28.750093,68.076046,Bombing/Explosion,0,0,Electricity Towers,Unknown,Utilities,Explosives,0,2014-06-01
2014,1,7,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.703938,70.328651,Bombing/Explosion,0,5,Market,Unknown,Private Citizens & Property,Explosives,5,2014-07-01
2014,1,8,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Armed Assault,13,5,Green Ridge Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,18,2014-08-01
2014,1,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Sarband,33.93573,71.487518,Armed Assault,1,1,Checkpoint,Unknown,Police,Firearms,2,2014-10-01
2014,1,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Kulachi,31.932722,70.460876,Bombing/Explosion,0,8,Van,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,8,
2014,1,16,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,8,61,Islamic Preaching Center,Unknown,Religious Figures/Institutions,Explosives,69,
2014,1,18,Pakistan,Punjab,South Asia,Sargodha,32.083738,72.671074,Armed Assault,3,3,Members,Unknown,Religious Figures/Institutions,Firearms,6,
2014,1,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,25,27,Compound,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,52,
2014,1,20,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,14,24,Soldiers,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,38,
2014,1,21,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Bombing/Explosion,30,31,Shia Pilgrims,Lashkar-e-Jhangvi,Private Citizens & Property,Explosives,61,
2014,1,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.443839,70.907124,Armed Assault,1,0,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,1,
2014,1,22,Pakistan,Balochistan,South Asia,Mastung district,29.408737,67.189449,Armed Assault,8,10,Cyclist: Javier Colorado,Unknown,Private Citizens & Property,Firearms,18,
2014,1,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.077697,70.190232,Assassination,0,0,Senator: Salah Shah Mehsud,Unknown,Government (General),Explosives,0,
2014,1,26,Pakistan,Punjab,South Asia,Rahim Yar Khan,28.416328,70.29975,Armed Assault,1,0,Shiite Doctor: Ghulam Mustafa,Lashkar-e-Jhangvi,Business,Firearms,1,
2014,1,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Gomal,32.077697,70.190232,Bombing/Explosion,1,4,Vehicle,Unknown,Police,Explosives,5,
2014,1,28,Pakistan,Punjab,South Asia,Sargodha,32.081166,72.67328,Assassination,1,0,Former Vice President: Abdullah Omar,Unknown,Journalists & Media,Firearms,1,
2014,1,30,Pakistan,Balochistan,South Asia,Nasirabad district,28.379736,68.352365,Bombing/Explosion,1,12,Petrol Pump,Unknown,Business,Explosives,13,
2014,2,1,Pakistan,Balochistan,South Asia,Chattar,28.869226,68.334419,Bombing/Explosion,0,4,Civilians,Unknown,Private Citizens & Property,Explosives,4,2014-01-02
2014,2,2,Pakistan,Balochistan,South Asia,Khuzdar district,27.508215,66.42715,Bombing/Explosion,3,4,Convoy,Unknown,Military,Explosives,7,2014-02-02
2014,2,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu district,33.44462,70.896728,Hostage Taking (Kidnapping),0,0,Currency Dealers,Unknown,Private Citizens & Property,Firearms,0,2014-03-02
2014,2,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,10,50,Hotel Restaurant,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,60,2014-04-02
2014,2,7,Pakistan,Balochistan,South Asia,Pir Koh,29.143866,69.099785,Bombing/Explosion,0,2,Gas Pipeline,Baloch Republican Army (BRA),Utilities,Explosives,2,2014-07-02
